asin,Amazon tag,title,image_url,price,category,rating,description,affiliate_link,is_active,last_updated
B0F62VD96R,123znl08-20,"ZEBORA Marine Collagen Peptides Powder 50 Servings - Wild Caught Hydrolyzed Fish Collagen with Hyaluronic Acid, Keratin, Multivitamins - Collagen for Women Support Skin Hair Nail Joint, Keto Friendly",,23.07,Supplements,,"ZEBORA Marine Collagen Peptides Powder 50 Servings - Wild Caught Hydrolyzed Fish Collagen with Hyaluronic Acid, Keratin, Multivitamins - Collagen for Women Support Skin Hair Nail Joint, Keto Friendly",https://www.amazon.com/dp/B0F62VD96R?tag=123znl08-20,TRUE,2026-05-25
