asin,Amazon tag,title,image_url,price,category,rating,description,affiliate_link,is_active,last_updated
B0CQCWKKWJ,123znl0f3-21,"Applied Nutrition Marine Collagen Powder - Hydrolysed Collagen Protein, Healthy Skin, Hair, Nails (Unflavoured) (300g - 25 Servings)",,22.5,supplements,4.2,"Applied Nutrition Marine Collagen Powder - Hydrolysed Collagen Protein, Healthy Skin, Hair, Nails (Unflavoured) (300g - 25 Servings)",https://www.amazon.co.uk/dp/B0CQCWKKWJ?tag=123znl0f3-21,TRUE,2026-03-30
