asin,Amazon tag,title,image_url,price,category,rating,description,affiliate_link,is_active,last_updated,cta
B09HHNZ5Q4,123znl08a-21,"Pure Hydrolyzed Collagen + Hyaluronic Acid + Coenzyme Q10 + Vitamins and B12 + Zinc - 120 Days Maximum Dose - Advanced Formula - Collagen for Strong Joints, Tense Skin and Energy",https://m.media-amazon.com/images/I/61eW1Yt1m3L._AC_SL1500_.jpg,22.09,Supplements,4.6,"Pure Hydrolyzed Collagen + Hyaluronic Acid + Coenzyme Q10 + Vitamins and B12 + Zinc - 120 Days Maximum Dose - Advanced Formula - Collagen for Strong Joints, Tense Skin and Energy",https://www.amazon.es/dp/B09HHNZ5Q4?tag=123znl08a-21,TRUE,2026-03-30,
